text,label,source,dataset,nb_annotators,clean_text
"USER Aku ada kok.. di Kota Salatiga, Jawa Tengah. SMA Kristen 1 Salatiga'",0,Twitter,ID_multilabel,3,user aku kok kota salatiga jawa tengah sma kristen salatiga
"#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu",1,Twitter,ID_multilabel,3,iklanahokjahat baru rezim jokopretsetaniblisdajjal bangkit dr kubur gembira pesta pora lama belenggu
"USER Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah, biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia""",1,Twitter,ID_multilabel,3,user marak orgxcxb sipit masuk indonesia alih hatixcxblah justru syiah rafidhah biang kerok segala pemberontakankudeta negaraxcxb muslim ahlussunah dunia
Ketua DPR Dorong Inspirasi Kreatif Pemerintah Sesuai BudayaÂ Pancasila,0,Twitter,ID_multilabel,3,ketua dpr dorong inspirasi kreatif perintah sesuai budaya pancasila
"Gubernur Ahmad Heryawan mengukir sejarah. Bandara super megah ""Kertajati"" dibangun dengan biaya mandiri tanpa menggunakan APBN, murni dikelola oleh Pemprov #JawaBarat. Ini sejarah baru infrastruktur bagi Indonesia.;",0,Twitter,ID_multilabel,3,gubernur ahmad heryawan ukir sejarah bandara super megah kertajati bangun biaya mandiri guna apbn murni kelola pemprov jawabarat sejarah baru infrastruktur indonesia
"Kristen Nusantara bukanlah suatu aliran baru dalam kekristenan. Tapi suatu gerakan utk mencegah faham radikalisme di bumiNusantara. Sperti halnya NU. Jgn biarkan hanya NU pemain tunggal mencegah faham radikalisme di NKRi tercinta ini., kita juga mari ter",0,Twitter,ID_multilabel,3,kristen nusantara bukan suatu alir baru kristen suatu gera utk cegah faham radikalisme buminusantara sperti hal nu jgn biar nu main tunggal cegah faham radikalisme nkri cinta ter
USER kaya TAI',1,Twitter,ID_multilabel,3,user kaya tai
"&lt; bertanya-tanya, apa yang dirinya lakukan di kehidupan sebelumnya sampai-sampai harus bertemu dengan pria asing dan nenyebalkan ini? \n\nDi samping nada bicara sang teruna, Angie juga tidak senang dengan cara pria itu memanggilnya 'non'. Ia mengerti",0,Twitter,ID_multilabel,3,lt bertanyatanya apa diri laku hidup belum sampaisampai temu pria asing nenyebalkan nndi samping nada bicara sang teruna angie senang cara pria panggil non erti
RT USER Juga jago bakar isu PKI Komunis,1,Twitter,ID_multilabel,3,rt user jago bakar isu pki komunis
"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER",0,Twitter,ID_multilabel,3,waspada jateng indikasi mobilisasi massa dri luar jateng untk tamasya pilkada temu panwas brebes nkk anggota keluarga user user user user user user user
"USER USER Si joko pngen ttep populer buat pro-nas d jkt, si ahok jga g mw klah buat jga proyek2 lain d jkt, akhirnya 1 pmbngunan blom slsai tp udh bngun lgi yg lain d ruas2 utama yg sling brdekatan. Skrg cebong guoblok mlah nyalahin ani",1,Twitter,ID_multilabel,3,user user si joko pngen ttep populer buat pronas d jkt si ahok jga g mw klah buat jga proyek d jkt akhir pmbngunan blom slsai tp udh bngun lgi yg d ruas utama yg sling brdekatan skrg cebong guoblok mlah nyalahin ani
Bilang sama suami elo USER jangan cengeng suka blok orang oke. Katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen. Katanya liberal tapi kok partisan ngehek.,0,Twitter,ID_multilabel,3,bilang sama suami elo user jangan cengeng suka blok orang oke kata politis top mantan timses kafir nista agama kok laku cemen kata liberal kok partisan ngehek
MEMANG ANAK ANJING KAMPANG',1,Twitter,ID_multilabel,3,memang anak anjing kampang
USER .... bani kampret .... bani kecebong........ pilih bani adam lah...... soale manusia',1,Twitter,ID_multilabel,3,user bani kampret bani kecebong pilih bani adam lah soale manusia
USER USER Kalau gw guna kan kampret kaga bisa ngeliat bro siang hari gimame si lollll',0,Twitter,ID_multilabel,3,user user kalau gw kan kampret kaga ngeliat bro siang hari gimame si lollll
"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6'",1,Twitter,ID_multilabel,3,rt user hei kunyuk user ente paham prabowo subianto jadi capres aja udah salah jadi presiden ps memxexxa
Presiden Joko Widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan Proyek Strategis Nasional (PSN).â?¦â?¦,0,Twitter,ID_multilabel,3,presiden joko widodo putus lebih realisitis kejar bangun proyek strategis nasional psn
USER USER USER USER USER USER USER REZIM SALES REZIM PENIPU PENCITRAAN SEMUA PALSU',1,Twitter,ID_multilabel,3,user user user user user user user rezim sales rezim tipu citra semua palsu
USER Jijik gua cowo2 pake baju pink2\n\nPERNAH GUA NONTON VIDKEP KAN YA. GUA KIRA CEWE. KAKINYA MUNGIL. PAKE KAOS KAKI YANG SEPAHA ITU WARNA PINK. PAKE BAJU PINK YANG PANJANG SAMPE SEPAHA\n\nPAS DIBUKA ISINYA TITIT. ASUUUUU',0,Twitter,ID_multilabel,3,user jijik gua cowo pake baju pinknnpernah gua nonton vidkep kan gua kira cewe kaki mungil pake kaos kaki paha warna pink pake baju pink panjang sampe sepahannpas buka isi titit asuuuuu
"USER Sungguh""rezim KOPLAK..indonesia sedang sekarat..umat muslim sdg di pilah""oleh Allah SWT..antara golongan muslimin dan munafiqun.",1,Twitter,ID_multilabel,3,user sungguhrezim koplakindonesia sedang sekaratumat muslim sdg pilaholeh allah swtantara golong muslimin munafiqun
USER USER USER USER Jancuk \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,Twitter,ID_multilabel,3,user user user user jancuk xfxfxxxfxfxxxfxfxx
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',1,Twitter,ID_multilabel,3,kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng
RT USER pakai paksa-paksa jokowi balikin semua penduduk rakhin. Emang prabowo pengangguran. Banyak politikus nganggur jadi omongnya ngawur,1,Twitter,ID_multilabel,3,rt user pakai paksapaksa jokowi balikin semua duduk rakhin emang prabowo anggur banyak politikus nganggur jadi omong ngawur
USER ntar jatohnya musyrik tar ak masuk neraka:((,0,Twitter,ID_multilabel,3,user ntar jatohnya musyrik tar ak masuk neraka
Mendampingi JOKOWI Di HARLAH PMII Di BANDUNG.. CAK IMIN Balik JAKARTA dengan PESAWAT KEPRESIDENAN BERSAMA PRESIDEN.. JOIN 2019; ; #CakIminTheNextWapres; #JOIN2019; ; USER USER; USER USER USER USER USER USER,0,Twitter,ID_multilabel,3,damping jokowi harlah pmii bandung cak imin balik jakarta pesawat presiden sama presiden join cakiminthenextwapres join user user user user user user user user
"USER Secara teknis dia baik mau balikin lu straight tapi cuma cara dia aja yg ga etis..gua bilang sama lu gimana sakitnya mantan ketika putus sama elu dia ada di jalur yg salah,hey bro gua ngalamin kok,setelah gua sama mantan gua putus,mantan gu",0,Twitter,ID_multilabel,3,user teknis baik mau balikin lu straight cuma cara aja yg ga etisgua bilang sama lu gimana sakit mantan putus sama elu jalur yg salahhey bro gua ngalamin koksetelah gua sama mantan gua putusmantan gu
USER Jualab kaos nggk laku kembali ke isu pki. Duhh gimana bisa maju',0,Twitter,ID_multilabel,3,user jualab kaos nggk laku isu pki duhh gimana maju
Jokowi USER Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak URL,1,Twitter,ID_multilabel,3,jokowi user ahok tunda siapsiap penjara pak url
"Rela Antre, Ribuan Pelamar Berburu Lowongan Kerja di Gedung Smesco",0,Twitter,ID_multilabel,3,rela antre ribu lamar buru lowong kerja gedung smesco
Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?,1,Twitter,ID_multilabel,3,guna bahasa arab bukankah tuhan yme pancasila bahasa indonesia
USER Tapi perdebatan spt ini memang tidak dapat dihindari. Sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini: Apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak?',0,Twitter,ID_multilabel,3,user debat spt memang hindar sejarah gereja catat pecah pertama gereja jadi waktu konsili yerusalem tradisi yahudi rupa bagi ajar kristiani
Pantesan tim sukses Anies-Sandi ini kalo ngetwit ngaco sok jagoan,1,Twitter,ID_multilabel,3,pantesan tim sukses aniessandi kalo ngetwit ngaco sok jago
"USER Apa kabar Boss-boss partai yang dia dukung ya? \nMenteri\xe2\x82\x82 perempuan? Komunis? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nMungkin dia belum makan, Pak.'",0,Twitter,ID_multilabel,3,user apa kabar bossboss partai dukung nmenterixexx perempuan komunis xfxfxaxaxfxfxaxannmungkin makan pak
"cari yeoja yg chara seksi lonte, suka spam pic charanya, yg mau ngentot. Rep / like ya - draxe'",0,Twitter,ID_multilabel,3,cari yeoja yg chara seksi lonte suka spam pic charanya yg mau ngentot rep like draxe
"USER Tiap berkicau makin keliatan tolol dan gobloknya, lbh tolol lg yg milih dia'",1,Twitter,ID_multilabel,3,user tiap kicau makin liat tolol goblok lbh tolol lg yg milih
USER Oii turo bom? Kajakkk',0,Twitter,ID_multilabel,3,user oii turo bom kajakkk
"Inggrid Widjanarko Mengabdikan Hidup untuk Seni, Budaya danÂ Sosial",0,Twitter,ID_multilabel,3,inggrid widjanarko abdi hidup seni budaya sosial
"USER Setahu saya prambanan adalah candi hindu. (kelompok candi dieng, candi ungaran gedong songo dll). Borobudur adalah candi budha (kelompok sewu kalasan mendut dll).'",0,Twitter,ID_multilabel,3,user tahu prambanan candi hindu kelompok candi dieng candi ungar gedong songo borobudur candi budha kelompok sewu kalas mendut
USER USER USER USER Waduh wanginya kek mbak kunti dong',0,Twitter,ID_multilabel,3,user user user user waduh wangi kek mbak kunti dong
USER USER Bong dungu.. Cuma video 31 detik langsung ambil kesimpulan.. Kagak heran dah klo lu d sbut dungu sekolam..',1,Twitter,ID_multilabel,3,user user bong dungu cuma video detik langsung ambil simpul kagak heran dah klo lu d sbut dungu kolam
"Buat kalian yg pengen tau budaya Baduy, gue rencana Sabtu-minggu 14-15 April 2018 ke sana... palingan habis Rp300.000 an lah... kalo mau, kontak gue aja, kita jalan bareng. tp bkn #MaleTrip yaa; ;",0,Twitter,ID_multilabel,3,buat kalian yg ken tau budaya baduy gue rencana sabtuminggu april sana paling habis rp an lah kalo mau kontak gue aja jalan bareng tp bkn maletrip yaa
USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!',0,Twitter,ID_multilabel,3,user user hahahahaha nga order demo nga nasi bungkus nga baik gizi ntetap idiot
USER USER Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak',1,Twitter,ID_multilabel,3,user user generasi tinja sangat bahagia pimpin nya koar koar anti aseng jaman pilkada selesai pilkada ikut bela tinja nya aseng enak
USER Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.,1,Twitter,ID_multilabel,3,user betulanak anak pki mulai muncul ikut jejak bapak
Sang maestro dan sang Capres/ cawapres RI 1 nih yg Pintar dan pro wong cillik dan tdk otoriter,0,Twitter,ID_multilabel,3,sang maestro sang capres cawapres ri nih yg pintar pro wong cillik tdk otoriter
banyak lagi yg dihadapai Bung karno sampai beliau jatuh dari jabatanya demi kedaulatan Indonesia. itu dikarenakan Dia yang keras menolak modal asing. #Freeport51',0,Twitter,ID_multilabel,3,banyak yg dihadapai bung karno beliau jatuh jabatanya daulat indonesia karena keras tolak modal asing freeport
"Ava uda jele gaje gini aja kalo ngetweet sa*** tetep rame yak.\nSet dah, emang kntl tu punya kepala tapi ga punya mata.'",0,Twitter,ID_multilabel,3,ava uda jele gaje gin aja kalo ngetweet sa tetep rame yaknset dah emang kntl tu punya kepala ga punya mata
"USER Hahahahahah babi migraine aku plak tweet, caring betul dkt babi. Ye lahh hg reply tweet aku lepas keluarkan brim td ni. Good timing'",1,Twitter,ID_multilabel,3,user hahahahahah babi migraine aku plak tweet caring betul dkt babi ye lahh hg reply tweet aku lepas keluar brim td ni good timing
"untung2an dan jangan sampai kami ngaku Komunis, ngaku Atheis,...'",0,Twitter,ID_multilabel,3,untung jangan ngaku komunis ngaku atheis
USER Menurut saya ente bule di rezim Jokowi ini cuma ada dua pilihan beri saham 51.38% atau 2021 angkat kaki dari bumi NKRI ..',0,Twitter,ID_multilabel,3,user ente bule rezim jokowi cuma pilih beri saham angkat kaki bumi nkri
"USER USER PALESTINA BELUM ADA Fakta : 29 November 1947 PBB menyetujui mengakhiri Mandat Britania Raya untuk Palestina. Dengan Resolusi PBB 181 yang didukung 33 negara, 13 negara menolak, dan 10 lainnya netral, wilayah tanah Palestin",0,Twitter,ID_multilabel,3,user user palestina fakta november pbb tuju akhir mandat britania raya palestina resolusi pbb dukung negara negara tolak lain netral wilayah tanah palestin
USER USER USER USER inherit agama bro.. nasib terberanak dlm islam.. ð???ð???.; ; kalau tak ntah. kahkahkah,0,Twitter,ID_multilabel,3,user user user user inherit agama bro nasib anak dlm islam kalau tak ntah kahkahkah
RT USER makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada-nada bicaranya nggak bermutu.sama sekali,1,Twitter,ID_multilabel,3,rt user makin lama bikin puyeng kepala pak prabowo sama amin rais om nadanada bicara bermutusama sekali
USER USER ganyang pki. mari kita dukung prabowo untuk 2019,1,Twitter,ID_multilabel,3,user user ganyang pki dukung prabowo
USER Kalo sehati cacat dong?: (',0,Twitter,ID_multilabel,3,user kalo sehat cacat dong
"USER USER USER USER USER USER USER USER Yang ku khawatirkan...\n\nKlo sampai TKA ini angkat senjata, atau ""menguasai"" desa (cuma tempat singgahan/markas (mungkin)...\n\nWilayah Indonesia Timur langs",0,Twitter,ID_multilabel,3,user user user user user user user user ku khawatirkannnklo tka angkat senjata kuasa desa cuma tempat singgahanmarkas mungkinnnwilayah indonesia timur langs
USER Ternyata dgn d takut2inya oleh tim komunis akn d KPK kan akhirnya TGB nyerah k pngkuan zionis PKIP..',0,Twitter,ID_multilabel,3,user nyata dgn d takut tim komunis akn d kpk kan akhir tgb nyerah k pngkuan zionis pkip
"USER USER USER USER Sama bli senang punya saudara bli, kebetulan saya senang mempelajari Hindu Bali, untuk menambah wawasan.\nDan karya karya Gde Prama juga menarik untuk dibaca perluasan wawasan.'",0,Twitter,ID_multilabel,3,user user user user sama bli senang punya saudara bli betul senang ajar hindu bal tambah wawasanndan karya karya gde prama tarik baca luas wawas
Adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open BO. \xe2\x98\xba',0,Twitter,ID_multilabel,3,adaloh orang suka nyinyirin pecun timeline ngelike postingan akun open bo xexxba
"USER Pak USER membuang Islam bisa jadi menyakitkan, tapi harus dilakukan demi kebaikan semua manusia",1,Twitter,ID_multilabel,3,user pak user buang islam jadi sakit laku baik semua manusia
USER USER Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..,1,Twitter,ID_multilabel,3,user user etnis cina memang yg ikut juang lebih sangat banyak yg jadi penghianat jd antek belanda
USER Lele jamban? Yg kuning kuning dong? :(',0,Twitter,ID_multilabel,3,user lele jamban yg kuning kuning dong
"Malam ini Kepala #BPIP menjadi Pembicara bersama Menteri Agama, Rektor UIN Sumut dan Habib Jindan bin Novel dlm Mengaji Indonesia ""Kita Indonesia, Kita Berbudaya"", UIN Sumut, (Medan, 11/4/18)",0,Twitter,ID_multilabel,3,malam kepala bpip jadi bicara sama menteri agama rektor uin sumut habib jindan bin novel dlm aji indonesia indonesia budaya uin sumut medan
Bupati Jember Harapkan JFC 2018 jadi Semangat Geliat Ekonomi Kerakyatan.; ; Baca Selengkapnya Di:;,0,Twitter,ID_multilabel,3,bupati jember harap jfc jadi semangat geliat ekonomi rakyat baca lengkap
"USER Dari ngebunuh musuh, dari ngebunuh minion, dari ngebunuh turtle, dari ngebunuh monster hutan, dari assist, dari ngancurin turret, dll.\n\nAmbil, lu kata ML atm wkwkwkw kampret XD'",0,Twitter,ID_multilabel,3,user ngebunuh musuh ngebunuh minion ngebunuh turtle ngebunuh monster hutan assist ngancurin turret dllnnambil lu kata ml atm wkwkwkw kampret xd
"USER Ahok simulut jamban, tokoh yg punya nilai bahasa indonesia dan norma etika 0, tai kucing'",1,Twitter,ID_multilabel,3,user ahok simulut jamban tokoh yg punya nilai bahasa indonesia norma etika tai kucing
Mowaa mengatakan bahwa seluruh warga Nias akan memenangkan Djarot-Sihar di Pilkada Sumut 27 Juni nanti.; #NiasPilihDjoss,0,Twitter,ID_multilabel,3,mowaa kata seluruh warga nias menang djarotsihar pilkada sumut juni niaspilihdjoss
USER USER Apan jir?dahak?KWKWKW TOLOL',1,Twitter,ID_multilabel,3,user user apan jirdahakkwkwkw tolol
"USER USER Terimakasih jokowi, semoga tahun depan Presiden baru bisa juga ada kebijakan yang lebih baik. Aaminn'",0,Twitter,ID_multilabel,3,user user terimakasih jokowi moga tahun depan presiden baru bijak lebih baik aaminn
"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'",1,Twitter,ID_multilabel,3,user yah jawab goblok masnnjaka sembung kan bawa sepeda mau sekolah masa bawa golokgila nih orang tua nya
"Hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan, terlalu sensi tanpa basa basi, urung ada sepatah kata silaturahmi maupun klarifikasi, perorangan, berjamaah nti selanjutnya viral dan jauh dari budaya toleransi ketimuran, eksistensi sesaat",0,Twitter,ID_multilabel,3,hebat kalau apa ucap maksud tuju terlalu sensi basa basi urung patah kata silaturahmi maupun klarifikasi orang jamaah nti lanjut viral jauh budaya toleransi timur eksistensi saat
USER USER USER Jika dulu tanpa Soeharto mungkin komunis sudah menguasai negeri ini. Agama tdk seperti skrng.,0,Twitter,ID_multilabel,3,user user user dulu soeharto mungkin komunis kuasa negeri agama tdk skrng
UU Antiterorisme sudah disahkan DPR. Kini aparat keamanan sudah memiliki payung hukum utk bertindak tegas dalam memerangi teroris.',0,Twitter,ID_multilabel,3,uu antiterorisme sah dpr kini aparat aman milik payung hukum utk tindak tegas rang teroris
RT USER Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT,1,Twitter,ID_multilabel,3,rt user ahok taik menfitnah emang lu tukang caci maki perempuannn asuuu ahokpastitumbang debatfinalpilkadajkt
USER USER USER Fungsi GST utk mengurangkan beban kebergantungan kpd hasil petroleum negara..lagipun idea pelaksanaan GST datangnya dari Bank Negara bukan parti BN sendiri #GelombangBiru;,0,Twitter,ID_multilabel,3,user user user fungsi gst utk kurang beban gantung kpd hasil petroleum negaralagipun idea laksana gst datang bank negara bukan parti bn sendiri gelombangbiru
Sikap ketakutan rezim di tunjukan melalui presidential threshold.\n\n#jumatberkah.',0,Twitter,ID_multilabel,3,sikap takut rezim tunjuk lalu presidential thresholdnnjumatberkah
USER USER ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1,Twitter,ID_multilabel,3,user user ridwal kamil memang hebat top kaya ahok tukang nista agama koruptor
RT USER: USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.',0,Twitter,ID_multilabel,3,rt user user mereun titah ku si gunawan sia asri ngaku kunyuk jadi aing nu keuna kehed
"USER Pak USER Muslim selalu mengatakan kebenaran datang dari Allah SWT, yg mana? Muhammad bejad nabi?",1,Twitter,ID_multilabel,3,user pak user muslim selalu kata benar datang allah swt yg mana muhammad bejad nabi
Betul itu kelihatannya JK mau main belakang lengserkan jokowi klo berhasil kan dia yg naik gantikan jd presiden seperti pak Harto diganti habibie,1,Twitter,ID_multilabel,3,betul lihat jk mau main belakang lengser jokowi klo hasil kan yg naik ganti jd presiden pak harto ganti habibie
"Dulu, tanpa sosmed pun Presiden Soeharto bisa di lengserkan. Apalagi Bapak Jokowi",1,Twitter,ID_multilabel,3,dulu sosmed presiden soeharto lengser bapak jokowi
USER USER cermati deh.. dari pedea mules ke toilet.. ke toilet ngapain klo ga eek? eek darimna???',0,Twitter,ID_multilabel,3,user user cermat deh pedea mules toilet toilet ngapain klo ga eek eek darimna
USER Apasi anjing lu lebay geblek',1,Twitter,ID_multilabel,3,user apas anjing lu lebay geblek
"Buat pak USER USER ,ambisi kekuasaan boleh dan sah2 sj,masa pak USER dibilang otoriter sih?. URL",1,Twitter,ID_multilabel,3,buat pak user user ambisi kuasa sah sjmasa pak user bilang otoriter sih url
ehem USER ... kayaknya sudah saatnya di turunkan pakde USER nih. akal sehatnya ga jalan,1,Twitter,ID_multilabel,3,ehem user kayak saat turun pakde user nih akal sehat ga jalan
"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",1,Twitter,ID_multilabel,3,user heran setan iblis kabur takut kalo dengar azhan mahluk allah yg satu anteng denger azhan bahkan pura budek kuping kalah dong setan iblis
#Kertayu; #Muba; #Sedekah_Bumi; #Lempar_Lemang; #Info_Budaya; Warga Desa Kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang. Tradisi budaya yang rutin dilaksanakan setiap...,0,Twitter,ID_multilabel,3,kertayu muba sedekahbumi lemparlemang infobudaya warga desa kertayu gelar tradisi sedekah bumi upa buat bakar lemang tradisi budaya rutin laksana
"USER Setelah itu aset negara dijual semua ya pak Ruhut, hebat bener!! Krn itu impor pangan merajalela, BBM naik membabi-buta, 10jt lowongan kerja buat Aseng, itulah hebatnya pak Joko Widodo, bikin rakyat dan negara semakin sengsara. Hancur suda",1,Twitter,ID_multilabel,3,user aset negara jual semua pak ruhut hebat bener krn impor pangan rajalela bbm naik membabibuta jt lowong kerja buat aseng hebat pak joko widodo bikin rakyat negara makin sengsara hancur suda
Ini baru Presiden .; ; Keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi .; ; Presiden memerintahkan MENHUB harus menyediakan kapal peri yg bagus thn ini Dn pembangunan pelabuhan nya ..;,0,Twitter,ID_multilabel,3,baru presiden keluh bupati dn masyarakat pulau samosir masalah kurang kapal peri dn labuh langsung jawab dn sanggup presiden perintah menhub sedia kapal peri yg bagus thn dn bangun labuh nya
"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin",1,Twitter,ID_multilabel,3,ekonomi pegang gerindra hancur negara masak saran cetak uang banyak utk bayar hutang jadi gk perlu hutang lg malah bs ngutangi negara bisa bilang biaya produksi cetak uang murah ekonomi comberan kecoa yg baik yakin
USER Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.',1,Twitter,ID_multilabel,3,user dulu dollar koarkoar minta rezim lengser sekarang mau tembus malah makin jadi jilat kuasa kasihan rakyat selalu jadi korban propaganda politikus busuk
USER masi pagu ngajak gelut onta',1,Twitter,ID_multilabel,3,user mas pagu ngajak gelut onta
USER USER Lu aja pling blum pernah ngewe',0,Twitter,ID_multilabel,3,user user lu aja pling blum pernah ngewe
"Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah Indonesia ; ; Anisa dan Pembahasan Prof Jeffrey Winters ini bagus, walau ini anlisa 2015 lalu, tapi yg menjadi pembahasannya akrg byk yg terjadi.; #2019GantiPresiden; ;",1,Twitter,ID_multilabel,3,prof jeffrey winters jokowi presiden lemah sejarah indonesia anisa bahas prof jeffrey winters bagus anlisa lalu yg jadi bahas akrg byk yg jadi gantipresiden
"Dia digendong namun tetap tdk sombong. Dipanggul namun tetap tidak merasa unggul. Dan dihormati namun tetap rendah hati. Dialah USER; ; Kalian tahu siapa mereka yg memanggul Presiden kita? Mereka adlh pasukan elit TNI penjaga kedaulatan NKRI, bukan juru",0,Twitter,ID_multilabel,3,gendong tetap tdk sombong panggul tetap rasa unggul hormat tetap rendah hati dia user kalian tahu siapa yg panggul presiden adlh pasu elit tni jaga daulat nkri bukan juru
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl,0,Twitter,ID_multilabel,3,user user user user user user user user user user user user user user user user user user user ooo pks fpi isl
"USER #2019 memang pemilihan presiden,pasti yang banyak prestasinya banyak pengalamanya dan hasilkerjanya terbukti itu yg akan menjadi president.'",0,Twitter,ID_multilabel,3,user memang pilih presidenpasti banyak prestasi banyak pengalamanya hasilkerjanya bukti yg jadi president
USER USER Ya Allah aku berlindung kepada-Mua dari godaan setan yg terkutuk!',0,Twitter,ID_multilabel,3,user user allah aku lindung kepadamua goda setan yg kutuk
Pecun.kelas teri nih\xf0\x9f\x98\x80 URL,1,Twitter,ID_multilabel,3,pecunkelas teri nihxfxfxx url
"Survey LKPI Pilkada Tapanuli Utara, Petahana Sulit Dikalahkan - Warta Ekonomi",0,Twitter,ID_multilabel,3,survey lkpi pilkada tapanuli utara tahana sulit kalah warta ekonomi
ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk,0,Twitter,ID_multilabel,3,ahok target audit kisruh bantar gebang selesai bulan ahok kata audit guna
"Dina islam mh nikah teh teu ribet ngan diperasulit ku jelemana..tong gengsi tong hayang kapuji jelema, lamun sederhana lewih loba berkahna ð???",0,Twitter,ID_multilabel,3,dina islam mh nikah teh teu ribet ngan diperasulit ku jelemanatong gengsi tong hayang kapuji jelema lamun sederhana lewih loba berkahna
jongos cina merasa kemerdekaan indonesia cina yang kasih.,1,Twitter,ID_multilabel,3,jongos cina rasa merdeka indonesia cina kasih
Pendapat Profesor - Pemenang Debat Pilkada Jatim,0,Twitter,ID_multilabel,3,dapat profesor menang debat pilkada jatim
"Wow..gerakan #2019GantiPresiden MENDUNIA...spanduk beredar d Turki ,Jepang,Jerman,Inggris..",0,Twitter,ID_multilabel,3,wowgerakan gantipresiden menduniaspanduk edar d turki jepangjermaninggris
kenapaa oh kenapaa diriku brengsek',0,Twitter,ID_multilabel,3,kenapaa kenapaa diri brengsek
USER Pak USER menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris,1,Twitter,ID_multilabel,3,user pak user hapus teroris islam efektif jelas alquran kitab teroris
"USER USER USER Jangan biasa main framing urusan data ekonomi, saya paham owq",0,Twitter,ID_multilabel,3,user user user jangan biasa main framing urus data ekonomi paham owq
USER Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',1,Twitter,ID_multilabel,3,user yawlah daniel kalo dibeliin micin bego lurah
USER Namanya sesuai.\nOrg yahudi sebut Aaron. Arab sebut Harun. Yahudi sebut Yochanan. Arab sebut Yahya.',0,Twitter,ID_multilabel,3,user nama sesuainorg yahudi sebut aaron arab sebut harun yahudi sebut yochanan arab sebut yahya
"Mari ingatkan sekaligus dukung pemerintah, utk tetap kelola ekonomi &amp; kesejahteraan rakyat, meskipun kita berada di tahun politik *SBY*",0,Twitter,ID_multilabel,3,ingat sekaligus dukung perintah utk tetap kelola ekonomi amp sejahtera rakyat meski ada tahun politik sby
